Season,Round,Date,Time,Home_Team,Away_Team,FT_Home_Goals,FT_Away_Goals,HT_Home_Goals,HT_Away_Goals,Total_Goals,HST,AST,HC,AC,HR,AR,AH_Result,OU_Result,Home_Elo,Away_Elo,Elo_Diff,Home_Avg_GS,Home_Avg_GA,Home_Avg_ST,Home_Avg_Corners,Away_Avg_GS,Away_Avg_GA,Away_Avg_ST,Away_Avg_Corners,Home_GS_AtHome,Home_GA_AtHome,Away_GS_AtAway,Away_GA_AtAway,Home_Attack_Eff,Home_Defense_Pressure,Away_Attack_Eff,Away_Defense_Pressure,Home_Days_Rest,Away_Days_Rest,Rest_Diff,H2H_Home_WinRate,H2H_Avg_Goals,Attack_Diff,Defense_Diff,Form_Diff
2024-2025,17,2024-12-21,15:00,布伦特福德,诺丁汉森林,0,2,0,1,2,3,6,9,5,0,0,-1,-1,1518.628842440177,1499.8861549449778,18.74268749519956,2.6,2.0,5.0,4.8,1.2,1.8,3.4,3.6,3.8,2.2,1.8,2.0,0.5833333333333333,0.4433333333333333,0.3833333333333333,0.3285714285714285,6.0,7.0,-1.0,0.8333333333333334,3.333333333333333,1.4,-0.1999999999999999,1.2000000000000002
2024-2025,17,2024-12-21,12:30,阿斯顿维拉,曼彻斯特城,2,1,1,0,3,6,6,5,4,0,0,1,0,1573.6648030174376,1768.4203396195785,-194.7555366021409,1.4,1.6,5.2,8.2,1.0,2.0,4.6,6.6,1.6,1.0,1.0,1.4,0.2799999999999999,0.5104166666666666,0.1857142857142857,0.4047619047619047,7.0,6.0,1.0,0.3333333333333333,3.6666666666666665,0.3999999999999999,0.3999999999999999,0.7999999999999998
2024-2025,17,2024-12-21,15:00,西汉姆联,布莱顿,1,1,0,0,2,4,6,8,4,0,0,0,-1,1545.6897745554857,1515.0312752668292,30.65849928865645,1.6,2.0,5.6,6.2,1.4,2.0,4.8,5.2,1.6,1.6,1.6,2.6,0.3333333333333333,0.3050793650793651,0.3038095238095237,0.6866666666666666,5.0,6.0,-1.0,0.5,2.0,0.2000000000000001,0.0,0.2000000000000001
2024-2025,17,2024-12-22,14:00,莱斯特城,狼队,0,3,0,3,3,7,5,13,1,0,0,-1,1,1445.220546911853,1419.0938776839853,26.12666922786775,1.4,2.6,3.6,4.2,1.6,2.6,4.2,3.2,1.6,2.2,1.8,2.2,0.3399999999999999,0.3832034632034632,0.3666666666666667,0.5466666666666666,8.0,8.0,0.0,0.6666666666666666,2.333333333333333,-0.2000000000000001,0.0,-0.2000000000000001
2024-2025,17,2024-12-22,14:00,富勒姆,南安普敦,0,0,0,0,0,5,1,6,5,0,0,-1,-1,1531.6635505884706,1339.7149062117817,191.9486443766889,1.8,1.6,3.4,4.8,0.8,3.0,2.8,3.4,1.8,2.0,0.2,1.2,0.6571428571428571,0.3766666666666666,0.2875,0.3225796425796426,8.0,7.0,1.0,0.6666666666666666,3.0,1.0,1.4,2.4000000000000004
2024-2025,17,2024-12-22,16:30,托特纳姆热刺,利物浦,3,6,1,3,9,5,12,7,5,0,0,-1,1,1584.5399988709853,1766.744983849927,-182.20498497894164,2.6,1.2,5.6,5.8,2.4,1.4,6.2,5.8,2.4,1.8,2.4,2.0,0.412063492063492,0.1583333333333333,0.4316883116883117,0.3916666666666666,7.0,8.0,-1.0,0.1666666666666666,5.0,0.2000000000000001,0.1999999999999999,0.4000000000000001
2024-2025,17,2024-12-22,14:00,埃弗顿,切尔西,0,0,0,0,0,4,5,2,5,0,0,1,-1,1515.2835431863243,1680.1606865357655,-164.8771433494412,0.8,0.8,3.0,4.6,3.2,1.2,8.2,5.6,1.6,0.6,3.0,1.4,0.25,0.16,0.4019230769230769,0.26,8.0,7.0,1.0,0.3333333333333333,3.0,-2.4000000000000004,0.3999999999999999,-2.0
2024-2025,17,2024-12-22,14:00,曼彻斯特联,伯恩茅斯,0,3,0,1,3,5,4,6,1,0,0,-1,1,1568.4890511616288,1512.3999835857396,56.0890675758892,1.8,1.4,4.2,2.4,1.8,1.2,6.4,7.2,2.2,1.4,2.0,1.6,0.4004761904761905,0.3666666666666666,0.4138888888888888,0.2971428571428571,7.0,6.0,1.0,0.5,2.6666666666666665,0.0,-0.1999999999999999,-0.1999999999999999
2024-2025,18,2024-12-26,20:00,利物浦,莱斯特城,3,1,1,1,4,7,1,14,1,0,0,-1,-1,1774.4221194016136,1431.7418181167948,342.6803012848188,3.2,2.0,7.8,6.6,1.2,2.8,4.0,5.4,2.2,0.6,1.2,3.4,0.4316883116883117,0.4333333333333333,0.3,0.4032034632034632,4.0,4.0,0.0,0.6666666666666666,3.0,2.0,0.7999999999999998,2.8
2024-2025,18,2024-12-26,15:00,伯恩茅斯,水晶宫,0,0,0,0,0,4,4,5,2,0,0,-1,-1,1526.612892633735,1509.092598174937,17.52029445879839,2.2,0.8,7.0,7.0,1.6,1.8,4.2,5.8,1.6,0.8,1.4,1.2,0.3638888888888889,0.24,0.4033333333333333,0.3833333333333333,4.0,5.0,-1.0,0.6666666666666666,1.6666666666666667,0.6000000000000001,1.0,1.6
2024-2025,18,2024-12-26,15:00,南安普敦,西汉姆联,0,1,0,0,1,5,2,2,2,0,0,-1,-1,1346.5745629799346,1542.096918385438,-195.5223554055035,0.4,2.4,2.0,3.8,1.4,2.2,5.2,7.2,1.2,3.4,1.2,1.2,0.1875,0.268034188034188,0.3166666666666666,0.3384126984126984,4.0,5.0,-1.0,0.1666666666666666,1.3333333333333333,-1.0,-0.1999999999999997,-1.1999999999999995
2024-2025,18,2024-12-26,15:00,切尔西,富勒姆,1,2,1,0,3,8,7,3,1,0,0,-1,-1,1678.3147773113064,1524.8038938203176,153.51088349098882,2.8,1.0,8.4,6.6,1.4,1.6,3.0,4.4,2.0,0.8,1.4,0.8,0.3019230769230769,0.22,0.5999999999999999,0.3766666666666666,4.0,4.0,0.0,1.0,1.6666666666666667,1.4,0.6000000000000001,2.0
2024-2025,18,2024-12-26,17:30,狼队,曼彻斯特联1,2,0,0,0,2,4,4,4,4,0,1,1,-1,1432.5726064790435,1515.6199755138305,-83.04736903478693,1.4,2.4,4.2,3.0,1.2,1.4,4.6,4.2,1.4,2.0,1.2,1.4,0.3266666666666666,0.48,0.2277777777777777,0.3542857142857142,4.0,375.0,-371.0,1.0,3.0,0.1999999999999999,-1.0,-0.8
2024-2025,18,2024-12-26,15:00,诺丁汉森林,托特纳姆热刺1,1,0,1,0,1,3,4,2,7,0,1,1,-1,1513.1767119867493,1507.0669219030576,6.109790083691678,1.6,1.2,4.6,4.4,1.2,1.2,3.6,3.6,1.0,1.0,1.2,1.2,0.3733333333333333,0.2428571428571428,0.35,0.2333333333333333,5.0,377.0,-372.0,0.0,2.0,0.4000000000000001,0.0,0.4000000000000001
2024-2025,18,2024-12-26,12:30,曼彻斯特城,埃弗顿,1,1,1,1,2,5,3,8,5,0,0,-1,-1,1755.758722154545,1517.1294524107834,238.6292697437616,1.0,2.0,4.6,6.6,0.8,0.8,3.0,3.8,1.2,1.2,0.6,1.0,0.1857142857142857,0.3714285714285714,0.25,0.16,5.0,4.0,1.0,1.0,3.6666666666666665,0.1999999999999999,-1.2,-1.0
2024-2025,18,2024-12-27,19:30,布莱顿,布伦特福德,0,0,0,0,0,7,3,5,3,0,0,-1,-1,1518.6241314368767,1505.3382853984058,13.285846038470936,1.2,2.0,5.2,6.0,2.0,2.0,4.4,5.4,1.6,1.8,1.0,2.4,0.2371428571428571,0.7033333333333334,0.4833333333333333,0.3766666666666666,6.0,6.0,0.0,0.6666666666666666,3.0,-0.8,0.0,-0.8
2024-2025,19,2024-12-29,15:00,托特纳姆热刺,狼队,2,2,2,1,4,3,3,5,5,0,0,-1,1,1576.8628633192986,1442.085057397163,134.7778059221357,2.4,2.4,5.2,6.6,1.4,1.6,4.4,3.2,2.4,2.8,2.0,1.8,0.4177777777777778,0.2583333333333333,0.2933333333333333,0.38,7.0,3.0,4.0,0.3333333333333333,2.333333333333333,1.0,-0.7999999999999998,0.2000000000000001
2024-2025,19,2024-12-29,15:00,水晶宫,南安普敦,2,1,1,1,3,10,3,8,7,0,0,0,1,1512.3517452476128,1339.2566756486472,173.0950695989657,1.4,1.6,4.2,4.6,0.2,2.4,2.6,3.0,1.0,2.0,0.2,1.0,0.3533333333333334,0.3066666666666666,0.0625,0.328034188034188,3.0,3.0,0.0,0.6666666666666666,3.0,1.2,0.7999999999999998,2.0
2024-2025,19,2024-12-29,15:00,富勒姆,伯恩茅斯,2,2,1,0,4,6,9,1,7,0,0,-1,1,1541.0324850087295,1523.3537455610594,17.678739447670296,1.6,1.0,3.8,3.2,1.4,0.4,6.2,7.2,1.2,1.8,2.4,1.4,0.5904761904761904,0.2416666666666666,0.2638888888888889,0.1066666666666666,3.0,3.0,0.0,0.3333333333333333,3.333333333333333,0.2000000000000001,-0.6,-0.3999999999999998
2024-2025,19,2024-12-29,14:30,莱斯特城,曼彻斯特城,0,2,0,1,2,2,7,5,4,0,0,-1,-1,1430.290965805624,1748.251301502214,-317.96033569659016,1.2,2.6,3.6,4.8,1.2,1.4,4.6,6.4,1.4,2.2,1.0,1.6,0.4333333333333333,0.3555844155844155,0.2257142857142857,0.3238095238095237,3.0,3.0,0.0,0.0,5.0,0.0,-1.2000000000000002,-1.2000000000000002
2024-2025,19,2024-12-29,17:15,西汉姆联,利物浦,0,5,0,3,5,0,13,3,6,0,0,-1,1,1549.4148057167256,1775.8729717127844,-226.4581659960588,1.2,1.2,4.6,7.2,3.2,1.8,7.0,7.4,1.4,1.6,3.2,2.4,0.3366666666666666,0.1955555555555555,0.4628571428571428,0.5533333333333333,3.0,3.0,0.0,0.1666666666666666,3.6666666666666665,-2.0,0.6000000000000001,-1.4
2024-2025,19,2024-12-29,15:00,埃弗顿,诺丁汉森林,0,2,0,1,2,4,5,4,4,0,0,-1,-1,1524.6368730631143,1520.214168782957,4.422704280157632,1.0,1.0,2.6,2.8,1.6,1.2,4.2,3.2,1.2,0.4,1.6,1.8,0.3333333333333333,0.2,0.3999999999999999,0.2428571428571428,3.0,3.0,0.0,0.8333333333333334,1.6666666666666667,-0.6000000000000001,0.1999999999999999,-0.4000000000000001
2024-2025,19,2024-12-30,19:45,阿斯顿维拉,布莱顿,2,2,1,1,4,4,4,12,3,0,0,-1,1,1586.3264204824711,1515.4743447217702,70.85207576070093,1.4,1.4,5.4,7.2,1.0,1.8,5.6,5.6,1.8,1.0,1.4,2.0,0.2666666666666666,0.46875,0.1971428571428571,0.6033333333333333,9.0,3.0,6.0,0.6666666666666666,3.6666666666666665,0.3999999999999999,0.4000000000000001,0.8
2024-2025,19,2024-12-30,20:00,曼彻斯特联,纽卡斯尔联,0,2,0,2,2,0,4,2,3,0,0,-1,-1,1554.2761421136331,1581.9578464799736,-27.68170436634045,1.6,1.8,4.4,3.0,3.2,1.4,7.0,4.8,2.2,1.4,2.2,1.6,0.3504761904761905,0.4833333333333333,0.4953463203463203,0.22,8.0,4.0,4.0,0.3333333333333333,2.6666666666666665,-1.6,-0.4000000000000001,-2.0
2024-2025,19,2025-01-01,17:30,布伦特福德,阿森纳,1,3,1,1,4,2,5,4,3,0,0,-1,1,1508.4880721135123,1755.8662365850776,-247.37816447156524,1.2,1.8,3.8,5.0,1.8,0.4,5.2,7.0,3.0,2.0,2.6,1.0,0.35,0.3099999999999999,0.3233333333333333,0.2222222222222222,5.0,5.0,0.0,0.3333333333333333,2.0,-0.6000000000000001,-1.4,-2.0
2024-2025,20,2025-01-04,12:30,托特纳姆热刺,纽卡斯尔联,1,2,1,2,3,4,4,9,10,0,0,-1,-1,1570.9754019671864,1594.009785544077,-23.034383576890605,2.6,2.6,5.2,6.2,3.0,0.8,6.6,4.4,2.0,3.0,2.4,1.2,0.4844444444444444,0.3583333333333333,0.4953463203463203,0.125,6.0,5.0,1.0,0.3333333333333333,4.0,-0.3999999999999999,-1.8,-2.2
2024-2025,20,2025-01-04,15:00,伯恩茅斯,埃弗顿,1,0,0,0,1,8,0,9,3,0,0,1,-1,1526.616968032176,1511.718689765689,14.898278266487068,1.6,0.8,6.4,7.6,1.0,0.6,3.0,3.2,1.0,0.6,0.6,1.0,0.2833333333333333,0.1733333333333333,0.3333333333333333,0.12,6.0,6.0,0.0,0.6666666666666666,3.6666666666666665,0.6000000000000001,-0.2,0.4
2024-2025,20,2025-01-04,17:30,布莱顿,阿森纳,1,1,0,1,2,6,1,6,6,0,0,1,-1,1520.0304018236875,1761.861705549264,-241.83130372557665,1.2,1.6,5.8,5.0,2.0,0.6,5.0,5.0,1.2,1.4,3.0,1.2,0.2304761904761904,0.4033333333333333,0.3766666666666666,0.3888888888888888,5.0,3.0,2.0,0.1666666666666666,2.333333333333333,-0.8,-1.0,-1.8
2024-2025,20,2025-01-04,15:00,南安普敦,布伦特福德,0,5,0,1,5,1,11,2,2,0,0,-1,1,1335.8182217632404,1502.4926031493258,-166.67438138608532,0.2,1.8,2.4,3.4,1.2,1.8,4.0,4.8,1.0,3.4,0.8,2.0,0.0833333333333333,0.2911111111111111,0.25,0.37,6.0,3.0,3.0,0.0,3.0,-1.0,0.0,-1.0
2024-2025,20,2025-01-04,15:00,水晶宫,切尔西,1,1,0,1,2,4,3,2,5,0,0,1,-1,1515.7901991330195,1649.2981126037569,-133.50791347073732,1.6,1.8,5.6,4.8,1.4,1.6,6.8,6.6,1.2,2.2,2.2,1.4,0.3266666666666666,0.3733333333333333,0.175,0.2938095238095238,6.0,5.0,1.0,0.1666666666666666,3.0,0.2000000000000001,-0.1999999999999999,2.220446049250313e-16
2024-2025,20,2025-01-04,15:00,阿斯顿维拉,莱斯特城,2,1,0,0,3,5,2,7,2,0,0,-1,-1,1581.7703633805538,1425.8531465056049,155.91721687494896,1.8,1.2,5.4,8.8,0.6,2.8,2.8,5.2,2.0,1.2,1.0,3.2,0.3666666666666666,0.5,0.3333333333333333,0.3927272727272727,5.0,6.0,-1.0,0.8333333333333334,2.0,1.2000000000000002,1.6,2.8
2024-2025,20,2025-01-04,15:00,曼彻斯特城,西汉姆联,4,1,2,0,5,7,4,7,1,0,0,1,1,1752.6891208022332,1542.9019183316998,209.78720247053343,1.6,1.0,5.6,6.4,1.0,1.6,2.6,6.0,1.2,1.4,1.2,1.0,0.2828571428571428,0.2666666666666666,0.3958333333333333,0.1724786324786325,6.0,6.0,0.0,1.0,4.0,0.6000000000000001,0.6000000000000001,1.2000000000000002
2024-2025,20,2025-01-05,16:30,利物浦,曼彻斯特联,2,2,0,0,4,4,3,9,2,0,0,-1,1,1782.3858590978102,1542.2242030495297,240.1616560482805,3.8,1.8,8.2,7.2,0.8,2.2,3.4,3.0,2.2,0.8,1.0,1.6,0.4826373626373626,0.6916666666666667,0.238095238095238,0.5833333333333333,7.0,6.0,1.0,0.5,3.333333333333333,3.0,0.4000000000000001,3.4
2024-2025,20,2025-01-05,14:00,富勒姆,伊普斯维奇,2,2,0,1,4,6,4,6,9,0,0,-1,1,1537.769262537613,1475.3727262205882,62.39653631702481,1.4,1.2,4.6,2.4,1.0,1.6,3.6,3.2,1.4,1.6,1.0,1.0,0.3571428571428571,0.2194444444444444,0.2333333333333333,0.2542857142857143,7.0,6.0,1.0,0.5,2.0,0.3999999999999999,0.4000000000000001,0.8
2024-2025,20,2025-01-06,20:00,狼队,诺丁汉森林,0,3,0,2,3,6,3,5,3,0,0,-1,1,1447.9725187492752,1533.132352080382,-85.15983333110671,1.8,1.2,4.6,3.4,2.0,0.6,4.6,3.6,1.6,1.6,1.4,1.6,0.4266666666666666,0.3133333333333333,0.48,0.1571428571428571,8.0,8.0,0.0,0.5,2.6666666666666665,-0.1999999999999999,-0.6,-0.7999999999999998
2024-2025,21,2025-01-14,19:30,布伦特福德,曼彻斯特城,2,2,0,0,4,10,3,9,3,0,0,1,1,1510.5967759588611,1755.5670963900238,-244.9703204311627,1.4,1.4,4.6,4.6,1.8,1.2,5.6,6.2,2.4,2.0,1.2,1.4,0.2409090909090909,0.2366666666666666,0.3114285714285714,0.3166666666666666,10.0,10.0,0.0,0.0,2.6666666666666665,-0.4000000000000001,-0.1999999999999999,-0.6000000000000001
2024-2025,21,2025-01-14,20:00,诺丁汉森林,利物浦,1,1,1,0,2,3,7,0,9,0,0,1,-1,1543.5592268417288,1774.859254997982,-231.3000281562533,2.0,0.2,4.6,3.6,3.6,1.6,8.0,7.8,1.2,0.8,3.8,2.0,0.48,0.1,0.4626373626373626,0.7333333333333333,8.0,9.0,-1.0,0.3333333333333333,1.6666666666666667,-1.6,1.4,-0.1999999999999999
2024-2025,21,2025-01-14,19:30,切尔西,伯恩茅斯,2,2,1,0,4,6,8,4,5,0,0,-1,1,1648.3366564293287,1533.4254374698762,114.91121895945253,0.8,1.2,5.8,5.6,1.4,0.6,6.8,6.8,1.8,1.0,2.6,1.6,0.1416666666666666,0.2238095238095238,0.2416666666666667,0.1666666666666666,10.0,10.0,0.0,0.8333333333333334,1.3333333333333333,-0.5999999999999999,-0.6,-1.1999999999999995
2024-2025,21,2025-01-14,19:30,西汉姆联,富勒姆,3,2,2,0,5,3,5,0,3,0,0,-1,1,1540.0239427439092,1533.4081809289269,6.6157618149823065,0.8,2.2,2.6,4.0,1.6,1.4,5.4,3.6,1.0,2.4,1.6,1.0,0.3333333333333333,0.2467643467643467,0.3238095238095237,0.2694444444444445,10.0,9.0,1.0,0.1666666666666666,3.0,-0.8,-0.8000000000000003,-1.6000000000000003
2024-2025,21,2025-01-15,19:30,埃弗顿,阿斯顿维拉,0,1,0,0,1,3,3,8,5,0,0,-1,-1,1504.910220327989,1585.4995647011654,-80.58934437317635,0.2,0.8,2.2,3.2,1.6,1.2,4.4,8.2,1.0,0.6,1.0,2.2,0.1111111111111111,0.145,0.3866666666666666,0.375,11.0,11.0,0.0,0.1666666666666666,3.0,-1.4,0.3999999999999999,-1.0000000000000002
2024-2025,21,2025-01-15,19:30,莱斯特城,水晶宫,0,2,0,0,2,4,4,4,3,0,0,-1,-1,1422.123945184993,1516.7516553074477,-94.62771012245436,0.4,2.8,2.6,4.6,1.4,1.6,5.8,4.0,1.2,2.0,1.2,0.8,0.3,0.4155844155844155,0.2433333333333333,0.3399999999999999,11.0,11.0,0.0,0.8333333333333334,3.333333333333333,-1.0,-1.1999999999999995,-2.2
2024-2025,21,2025-01-15,19:30,纽卡斯尔联,狼队,3,0,1,0,3,5,7,4,2,0,0,1,-1,1606.1894950126668,1437.5456439879283,168.64385102473852,3.0,0.2,6.8,5.6,1.6,1.4,4.8,4.4,2.0,1.2,2.0,1.8,0.462012987012987,0.0625,0.3866666666666666,0.4133333333333333,11.0,9.0,2.0,0.8333333333333334,3.333333333333333,1.4,1.2,2.6
2024-2025,21,2025-01-15,20:00,阿森纳,托特纳姆热刺,2,1,2,1,3,4,2,10,4,0,0,-1,0,1757.9920748540826,1558.7956924985965,199.1963823554861,2.0,0.6,4.4,5.0,2.8,2.8,5.2,6.2,1.6,0.4,1.8,0.6,0.5266666666666666,0.2777777777777777,0.5344444444444444,0.4333333333333333,11.0,11.0,0.0,0.8333333333333334,3.333333333333333,-0.7999999999999998,2.2,1.4
2024-2025,21,2025-01-16,19:30,伊普斯维奇,布莱顿,0,2,0,0,2,3,5,1,9,0,0,-1,-1,1479.7338078292744,1523.900032518869,-44.16622468959463,1.2,1.6,3.4,3.8,1.0,1.4,5.6,5.2,0.8,1.6,1.4,1.6,0.3083333333333333,0.2542857142857143,0.2066666666666667,0.47,11.0,12.0,-1.0,0.5,0.0,0.1999999999999999,-0.2000000000000001,-2.220446049250313e-16
2024-2025,21,2025-01-16,20:00,曼彻斯特联,南安普敦,3,1,0,1,4,9,5,5,4,0,0,1,1,1549.7508071493578,1327.714048953705,222.0367581956528,1.2,2.2,3.6,3.4,0.2,2.6,2.6,3.6,1.8,1.6,0.4,1.2,0.4047619047619047,0.6166666666666666,0.0666666666666666,0.342020202020202,11.0,12.0,-1.0,0.8333333333333334,2.0,1.0,0.3999999999999999,1.3999999999999997
2024-2025,22,2025-01-18,15:00,布伦特福德,利物浦,0,2,0,0,2,6,8,2,15,0,0,-1,-1,1514.5429563345024,1771.2503283576057,-256.7073720231033,1.6,1.4,5.8,5.4,3.4,1.4,8.6,8.6,2.2,2.0,3.6,1.8,0.2309090909090909,0.32,0.3912087912087912,0.65,4.0,4.0,0.0,0.0,3.333333333333333,-1.7999999999999998,0.0,-1.7999999999999998
2024-2025,22,2025-01-18,12:30,纽卡斯尔联,伯恩茅斯,1,4,1,2,5,5,10,7,6,0,0,-1,1,1609.7015206392089,1538.9267130536457,70.77480758556317,2.8,0.2,5.6,5.4,1.6,0.8,6.6,5.4,2.6,1.0,2.6,1.4,0.5092857142857142,0.0625,0.2694444444444445,0.1666666666666666,3.0,4.0,-1.0,0.3333333333333333,2.6666666666666665,1.1999999999999995,0.6000000000000001,1.7999999999999996
2024-2025,22,2025-01-18,15:00,莱斯特城,富勒姆,0,2,0,0,2,4,2,5,2,0,0,-1,-1,1411.9693305749763,1526.3840032827245,-114.41467270774774,0.4,2.4,3.2,5.0,1.6,1.6,5.8,3.4,1.0,2.0,1.8,1.4,0.3,0.4428571428571428,0.2704761904761905,0.3694444444444444,3.0,4.0,-1.0,0.3333333333333333,4.333333333333333,-1.2000000000000002,-0.7999999999999998,-2.0
2024-2025,22,2025-01-18,15:00,西汉姆联,水晶宫,0,2,0,0,2,0,7,2,4,1,0,-1,-1,1547.0481203901118,1526.9062699174644,20.14185047264732,1.2,2.4,2.6,2.8,1.2,1.4,5.6,3.6,1.6,2.8,1.6,0.6,0.5,0.3045421245421245,0.2233333333333333,0.3,4.0,3.0,1.0,0.5,3.6666666666666665,0.0,-1.0,-1.0
2024-2025,22,2025-01-18,17:30,阿森纳,阿斯顿维拉,2,2,1,0,4,6,4,10,1,0,0,-1,1,1761.023544794741,1596.0576677365466,164.96587705819434,2.4,0.8,4.2,5.4,1.6,1.2,4.0,6.4,1.6,0.2,0.8,1.8,0.6266666666666667,0.3333333333333333,0.4133333333333334,0.3,3.0,3.0,0.0,0.3333333333333333,1.6666666666666667,0.7999999999999998,0.3999999999999999,1.1999999999999995
2024-2025,22,2025-01-19,14:00,曼彻斯特联,布莱顿,1,3,1,1,4,1,3,4,2,0,0,-1,1,1552.4593714955604,1535.493365210902,16.966006284658533,1.4,1.8,4.0,3.4,1.2,0.8,5.6,5.4,1.8,1.8,1.6,1.6,0.4166666666666666,0.4566666666666666,0.2466666666666666,0.35,3.0,3.0,0.0,0.3333333333333333,3.0,0.1999999999999999,-1.0,-0.8
2024-2025,22,2025-01-19,14:00,埃弗顿,托特纳姆热刺,3,2,3,0,5,6,6,3,8,0,0,1,1,1494.3521172926078,1555.7642225579382,-61.41210526533041,0.2,1.0,2.8,4.4,2.4,2.4,4.6,6.0,0.8,0.6,2.0,0.8,0.0833333333333333,0.2116666666666666,0.5144444444444444,0.4333333333333333,4.0,4.0,0.0,0.1666666666666666,3.6666666666666665,-2.2,1.4,-0.8
2024-2025,22,2025-01-19,14:00,诺丁汉森林,南安普敦,3,2,3,0,5,5,4,2,8,0,0,-1,1,1547.1681534821053,1325.0054846075025,222.1626688746028,1.8,0.2,4.0,2.8,0.4,2.2,3.0,4.0,1.2,1.0,0.6,1.4,0.48,0.0285714285714285,0.1066666666666666,0.2975757575757575,5.0,3.0,2.0,1.0,3.0,1.4,2.0,3.4000000000000004
2024-2025,22,2025-01-19,16:30,伊普斯维奇,曼彻斯特城,0,6,0,3,6,4,9,4,7,0,0,-1,1,1468.1404751372415,1751.6209160143826,-283.48044087714106,0.8,1.8,3.0,3.4,2.0,1.2,5.6,5.2,0.6,1.8,1.2,1.6,0.2083333333333333,0.3009523809523809,0.3780952380952381,0.2233333333333333,3.0,5.0,-2.0,0.0,5.0,-1.2,-0.6000000000000001,-1.8
2024-2025,22,2025-01-20,20:00,切尔西,狼队,3,1,1,1,4,7,4,3,6,0,0,1,1,1642.8353808455593,1434.0336183613863,208.80176248417297,0.8,1.4,5.4,4.8,1.4,1.6,5.0,3.4,1.8,1.2,1.2,2.2,0.1583333333333333,0.2238095238095238,0.3533333333333333,0.4533333333333333,6.0,5.0,1.0,0.3333333333333333,5.666666666666667,-0.5999999999999999,0.2000000000000001,-0.3999999999999997
2024-2025,23,2025-01-25,15:00,狼队,阿森纳1,0,1,0,0,1,4,3,1,5,1,1,-1,-1,1431.141638031632,1522.260846621333,-91.11920858970096,1.0,2.2,4.8,4.4,0.6,2.4,2.2,3.2,1.4,1.8,0.6,2.4,0.2833333333333333,0.539047619047619,0.25,0.3363636363636363,5.0,98.0,-93.0,0.0,1.0,0.4,0.1999999999999997,0.5999999999999996
2024-2025,23,2025-01-25,17:30,曼彻斯特城,切尔西,3,1,1,1,4,6,4,2,4,0,0,1,1,1756.7816486286831,1645.7273611753135,111.05428745336962,3.0,0.8,6.2,5.8,1.4,1.6,5.8,4.4,1.8,1.6,2.0,1.4,0.4780952380952381,0.1566666666666666,0.244047619047619,0.2738095238095238,6.0,5.0,1.0,0.6666666666666666,4.0,1.6,0.8,2.4000000000000004
2024-2025,23,2025-01-25,15:00,布莱顿,埃弗顿,0,1,0,1,1,1,1,9,1,0,0,-1,-1,1548.73824578959,1503.246012751185,45.492233038405175,1.6,0.8,5.0,5.0,0.8,1.4,3.2,4.6,1.0,1.2,0.2,1.2,0.4133333333333333,0.5,0.2083333333333333,0.2783333333333333,6.0,6.0,0.0,0.6666666666666666,2.333333333333333,0.8,0.5999999999999999,1.4
2024-2025,23,2025-01-25,15:00,南安普敦,纽卡斯尔联,1,3,1,2,4,5,9,3,8,0,0,-1,1,1322.2986171123252,1595.1472260313797,-272.8486089190544,0.8,2.8,3.6,4.6,2.2,1.0,5.2,6.6,0.6,3.8,2.2,1.2,0.2066666666666666,0.4175757575757576,0.435,0.1625,6.0,7.0,-1.0,0.1666666666666666,3.0,-1.4,-1.7999999999999998,-3.2
2024-2025,23,2025-01-25,15:00,伯恩茅斯,诺丁汉森林,5,0,1,0,5,10,4,3,9,0,0,1,1,1553.481007661475,1549.8750209772825,3.6059866841924304,1.8,1.0,7.8,6.4,2.0,0.6,3.8,2.2,0.8,0.6,2.0,1.0,0.1994444444444444,0.2166666666666666,0.5333333333333334,0.1285714285714285,7.0,6.0,1.0,0.6666666666666666,3.0,-0.1999999999999999,-0.4,-0.5999999999999999
2024-2025,23,2025-01-25,15:00,利物浦,伊普斯维奇,4,1,3,0,5,6,3,3,4,0,0,1,1,1777.022792641297,1462.979742522941,314.04305011835595,2.6,0.8,7.8,10.6,0.8,2.2,3.4,3.8,2.2,1.0,1.2,1.2,0.3412087912087912,0.4999999999999999,0.2083333333333333,0.32,7.0,6.0,1.0,1.0,2.0,1.8,1.4,3.2
2024-2025,23,2025-01-26,16:30,阿斯顿维拉,西汉姆联,1,1,1,0,2,4,4,4,3,0,0,-1,-1,1602.4839206609813,1533.7217003836545,68.76222027732706,1.8,1.2,4.4,6.0,1.0,2.6,1.8,1.6,2.0,1.0,1.2,1.6,0.4133333333333333,0.2999999999999999,0.5833333333333334,0.3283516483516483,8.0,8.0,0.0,0.8333333333333334,3.333333333333333,0.8,1.4,2.2
2024-2025,23,2025-01-26,14:00,水晶宫,布伦特福德,1,2,0,0,3,6,3,6,4,0,0,-1,0,1540.232689923922,1508.770492050811,31.46219787311088,1.4,0.4,5.8,3.8,1.6,1.4,6.4,4.0,1.4,2.0,1.6,1.4,0.2471428571428571,0.1666666666666666,0.2309090909090909,0.3033333333333333,8.0,8.0,0.0,0.5,3.0,-0.2000000000000001,1.0,0.7999999999999997
