Season,Round,Date,Time,Home_Team,Away_Team,FT_Home_Goals,FT_Away_Goals,HT_Home_Goals,HT_Away_Goals,Total_Goals,HST,AST,HC,AC,HR,AR,AH_Result,OU_Result,Home_Elo,Away_Elo,Elo_Diff,Home_Avg_GS,Home_Avg_GA,Home_Avg_ST,Home_Avg_Corners,Away_Avg_GS,Away_Avg_GA,Away_Avg_ST,Away_Avg_Corners,Home_GS_AtHome,Home_GA_AtHome,Away_GS_AtAway,Away_GA_AtAway,Home_Attack_Eff,Home_Defense_Pressure,Away_Attack_Eff,Away_Defense_Pressure,Home_Days_Rest,Away_Days_Rest,Rest_Diff,H2H_Home_WinRate,H2H_Avg_Goals,Attack_Diff,Defense_Diff,Form_Diff
2021-2022,29,2021-03-12,12:30,布莱顿,利物浦,0,2,0,1,2,3,9,7,6,0,0,-1,-1,1466.9539153200828,1633.4982649178955,-166.5443495978127,1.6,1.4,4.6,6.2,1.6,0.6,5.0,5.6,1.2,1.8,1.0,0.2,0.4388888888888889,0.4,0.215,0.2333333333333333,1.0,1.0,0.0,0.8333333333333334,2.0,0.0,-0.7999999999999999,-0.7999999999999998
2022-2023,27,2021-03-12,14:00,西汉姆联,阿斯顿维拉,1,1,1,1,2,6,4,13,2,0,0,-1,-1,1543.5574316296193,1530.5193911288186,13.038040500800662,0.8,1.4,3.8,4.0,1.6,0.2,5.2,5.2,2.0,0.4,1.6,0.2,0.1966666666666666,0.2622222222222222,0.2222222222222221,0.1,4.0,2.0,2.0,1.0,4.0,-0.8,-1.2,-2.0
2021-2022,29,2021-03-12,17:30,曼彻斯特联,托特纳姆热刺,3,2,2,1,5,6,3,4,5,0,0,1,1,1669.3729138389965,1590.4907930734064,78.88212076558989,0.6,2.2,3.4,4.2,2.6,0.6,4.8,2.8,1.6,0.2,1.2,0.8,0.1666666666666666,0.255,0.5357142857142857,0.55,0.0,1.0,-1.0,0.6666666666666666,4.0,-2.0,-1.6,-3.6
2020-2021,28,2021-03-12,20:00,纽卡斯尔联,阿斯顿维拉,1,1,0,0,2,3,6,2,2,0,0,1,-1,1524.515109753028,1527.8055965048932,-3.2904867518650462,1.2,1.0,4.6,6.0,1.8,0.2,5.2,4.2,1.2,1.0,1.4,0.4,0.25,0.2733333333333333,0.2722222222222222,0.0333333333333333,0.0,0.0,0.0,0.6666666666666666,2.333333333333333,-0.6000000000000001,-0.8,-1.4
2022-2023,27,2021-03-12,14:00,富勒姆,阿森纳,0,3,0,3,3,2,7,4,8,0,0,-1,1,1470.8413636081343,1646.7647780095206,-175.92341440138603,0.8,1.0,3.6,3.8,2.8,1.2,5.0,7.6,0.8,0.4,2.4,1.2,0.1866666666666666,0.3,0.5933333333333334,0.2638095238095237,5.0,6.0,-1.0,0.0,4.666666666666667,-2.0,0.1999999999999999,-1.7999999999999998
2020-2021,28,2021-03-13,12:30,利兹联,切尔西,0,0,0,0,0,4,8,8,5,0,0,1,-1,1413.143023682062,1650.994040858336,-237.8510171762739,0.4,1.8,3.4,6.2,2.6,0.4,6.0,5.0,0.6,2.0,2.2,0.8,0.1,0.4366666666666667,0.4568253968253968,0.0952380952380952,2.0,2.0,0.0,0.0,3.333333333333333,-2.2,-1.4,-3.6
2021-2022,29,2021-03-13,14:00,利兹联,诺维奇,2,1,1,0,3,7,4,6,2,0,0,0,1,1416.9148176193844,1343.2096344503616,73.7051831690228,0.4,1.6,3.0,6.2,0.6,3.0,3.0,4.4,0.4,2.0,0.8,2.0,0.1,0.3966666666666666,0.2952380952380952,0.394047619047619,0.0,3.0,-3.0,1.0,3.0,-0.1999999999999999,1.4,1.1999999999999995
2020-2021,28,2021-03-13,17:30,埃弗顿,伯恩利,1,2,1,2,3,4,5,7,4,0,0,-1,1,1456.5112890829737,1479.407266301732,-22.89597721875839,0.8,1.8,2.4,2.8,0.4,2.4,3.6,4.4,0.6,0.6,1.4,1.4,0.3333333333333333,0.2873015873015873,0.0685714285714285,0.4576190476190476,2.0,7.0,-5.0,0.8333333333333334,2.333333333333333,0.4,0.5999999999999999,1.0
2020-2021,28,2021-03-13,15:00,水晶宫,西布罗姆维奇,1,0,1,0,1,4,1,3,2,0,0,1,-1,1482.8253570663662,1420.0971303623107,62.72822670405549,0.6,1.0,2.2,3.8,0.4,0.8,2.4,4.8,0.2,0.4,1.2,1.8,0.4166666666666667,0.21,0.1666666666666666,0.1952380952380952,2.0,6.0,-4.0,1.0,6.0,0.1999999999999999,-0.1999999999999999,0.0
2021-2022,29,2021-03-13,14:00,埃弗顿,狼队,0,1,0,0,1,2,3,5,2,1,0,-1,-1,1467.7670278899286,1523.9066738934532,-56.13964600352461,0.8,2.2,2.8,4.0,1.2,0.8,3.4,4.0,0.6,1.0,0.6,1.8,0.2708333333333333,0.3673015873015873,0.41,0.1666666666666666,0.0,1.0,-1.0,0.3333333333333333,3.0,-0.3999999999999999,-1.4,-1.8
2021-2022,29,2021-03-13,14:00,切尔西,纽卡斯尔联,1,0,0,0,1,3,2,7,2,0,0,-1,-1,1646.5428298820236,1529.255473259713,117.28735662231064,2.4,0.4,7.0,5.4,1.4,0.8,4.8,5.6,1.0,0.2,1.0,1.2,0.3901587301587301,0.0952380952380952,0.3166666666666666,0.1733333333333333,0.0,1.0,-1.0,0.6666666666666666,1.6666666666666667,1.0,0.4,1.4
2021-2022,29,2021-03-13,16:30,阿森纳,莱斯特城,2,0,1,0,2,8,3,2,6,0,0,1,-1,1654.613658937628,1541.5536025228382,113.06005641478964,2.8,1.0,5.6,7.8,1.0,1.2,3.8,5.0,2.2,1.0,1.4,0.8,0.529047619047619,0.1971428571428571,0.2857142857142857,0.2685714285714285,1.0,2.0,-1.0,1.0,2.333333333333333,1.7999999999999998,0.1999999999999999,2.0
2021-2022,29,2021-03-13,14:00,西汉姆联,阿斯顿维拉,2,1,0,0,3,4,7,5,7,0,0,1,1,1540.414071155615,1533.662751602823,6.751319552791983,0.8,1.6,4.2,6.0,1.8,0.4,5.8,3.6,2.0,0.4,1.2,0.6,0.18,0.3122222222222222,0.2388888888888888,0.1,1.0,1.0,0.0,0.8333333333333334,3.0,-1.0,-1.2000000000000002,-2.2
2021-2022,29,2021-03-13,14:00,南安普敦,沃特福德,1,2,1,2,3,7,5,11,3,0,0,-1,1,1467.9790310644714,1377.0810912843745,90.89793978009698,1.0,2.2,4.2,7.0,0.8,2.2,2.8,3.4,1.4,0.6,0.2,1.0,0.1866666666666666,0.2888888888888888,0.3839285714285714,0.47,1.0,3.0,-2.0,1.0,2.6666666666666665,0.1999999999999999,0.0,0.1999999999999999
2020-2021,28,2021-03-13,20:00,富勒姆,曼彻斯特城,0,3,0,0,3,0,7,4,2,0,0,-1,1,1462.9924826800273,1794.9002634129242,-331.907780732897,0.6,1.4,3.0,3.8,2.4,1.0,6.6,6.8,0.8,1.0,1.6,0.4,0.1466666666666666,0.2821428571428571,0.3633333333333333,0.2916666666666666,1.0,2.0,-1.0,0.0,2.333333333333333,-1.7999999999999998,-0.3999999999999999,-2.2
2020-2021,28,2021-03-14,14:00,莱斯特城,谢菲尔德联队,5,0,1,0,5,10,0,9,1,0,0,1,1,1537.0176133919344,1409.4496415997503,127.56797179218393,0.8,1.4,3.6,4.6,0.2,1.6,2.6,4.8,1.0,1.8,0.4,1.6,0.2232142857142857,0.29,0.1,0.2252380952380952,1.0,8.0,-7.0,1.0,2.6666666666666665,0.6000000000000001,0.2000000000000001,0.8000000000000003
2020-2021,28,2021-03-14,16:30,阿森纳,托特纳姆热刺1,2,1,1,1,3,3,3,6,3,0,1,1,1,1659.1496480685316,1484.047613988512,175.10203408001962,2.4,1.0,6.2,7.2,1.0,2.75,3.0,2.75,2.2,0.8,1.0,2.75,0.419047619047619,0.1971428571428571,0.2916666666666666,0.4970238095238095,1.0,164.0,-163.0,1.0,5.0,1.4,1.75,3.15
2021-2022,29,2021-03-14,20:00,水晶宫,曼彻斯特城,0,0,0,0,0,1,4,2,6,0,0,1,-1,1488.456547572942,1799.0670375149573,-310.6104899420152,0.8,1.0,3.0,4.2,2.6,1.0,7.4,5.6,0.4,0.4,2.0,0.2,0.375,0.21,0.3157142857142857,0.3888888888888888,1.0,1.0,0.0,0.3333333333333333,2.333333333333333,-1.8,0.0,-1.8
2020-2021,28,2021-03-14,12:00,南安普敦,布莱顿,1,2,1,1,3,4,6,4,5,0,0,-1,1,1452.9779639377105,1458.8461341545988,-5.868170216888302,1.2,1.8,5.4,7.8,1.6,1.6,4.0,6.8,1.2,1.0,1.2,1.2,0.2152380952380952,0.2799999999999999,0.4388888888888889,0.3444444444444444,1.0,2.0,-1.0,0.5,3.0,-0.4000000000000001,-0.1999999999999999,-0.6000000000000001
2020-2021,28,2021-03-14,19:15,曼彻斯特联,西汉姆联,1,0,0,0,1,4,0,6,3,0,0,1,-1,1667.456682152036,1547.434693062216,120.02198908982018,1.2,2.6,4.4,3.8,1.0,1.4,4.4,6.6,1.8,0.6,0.6,2.2,0.2666666666666666,0.3883333333333333,0.2133333333333333,0.2074603174603174,2.0,1.0,1.0,1.0,2.0,0.1999999999999999,-1.2000000000000002,-1.0000000000000002
2022-2023,8,2021-03-15,19:30,布莱顿,水晶宫,1,0,1,0,1,5,3,1,4,0,0,-1,-1,1471.4910636761315,1493.8709131411977,-22.379849465065945,1.2,1.8,3.4,6.4,0.8,1.0,2.8,3.8,1.2,1.6,2.0,1.4,0.4166666666666667,0.3944444444444445,0.375,0.21,1.0,1.0,0.0,0.3333333333333333,2.333333333333333,0.3999999999999999,-0.8,-0.4000000000000001
2020-2021,28,2021-03-15,20:00,狼队,利物浦,0,1,0,1,1,5,4,3,2,0,0,-1,-1,1535.162412700408,1641.6060460833796,-106.44363338297148,1.2,0.8,3.8,4.0,2.0,0.4,6.2,6.2,1.6,0.6,1.2,0.2,0.2766666666666666,0.125,0.2594444444444444,0.1666666666666666,2.0,3.0,-1.0,0.3333333333333333,3.0,-0.8,-0.4,-1.2000000000000002
2022-2023,7,2021-03-15,19:30,南安普敦,布伦特福德,0,2,0,1,2,1,5,3,3,0,0,-1,-1,1440.3330344161775,1485.6847977930358,-45.35176337685834,1.0,2.2,5.2,8.0,1.6,1.2,4.2,4.6,1.2,1.2,1.0,1.4,0.1852380952380952,0.3466666666666666,0.3,0.1782683982683982,1.0,3.0,-2.0,0.5,4.0,-0.6000000000000001,-1.0000000000000002,-1.6000000000000003
2021-2022,16,2021-03-16,19:30,布莱顿,托特纳姆热刺,0,2,0,1,2,0,7,6,3,0,0,-1,-1,1479.2934176543447,1585.228057279476,-105.93463962513124,1.2,1.4,3.6,5.2,2.8,1.2,4.4,3.4,1.2,1.2,1.4,1.0,0.4066666666666666,0.2944444444444444,0.6523809523809524,0.675,1.0,4.0,-3.0,0.3333333333333333,1.6666666666666667,-1.6,-0.1999999999999999,-1.7999999999999998
2021-2022,27,2021-03-16,20:15,阿森纳,利物浦,0,2,0,0,2,2,3,1,6,0,0,-1,-1,1662.5553315593063,1651.4206046674642,11.134726891842092,2.2,0.8,5.0,5.0,0.8,0.4,5.4,5.8,2.6,0.8,1.0,0.2,0.4857142857142856,0.1638095238095238,0.1344444444444444,0.1666666666666666,2.0,1.0,1.0,0.3333333333333333,4.333333333333333,1.4,-0.4,1.0
2021-2022,20,2021-03-17,19:45,埃弗顿,纽卡斯尔联,1,0,0,0,1,3,6,5,7,1,0,1,-1,1444.32778555759,1536.5008128155505,-92.17302725796026,0.4,2.0,2.6,4.4,1.4,1.0,4.2,5.2,0.6,0.8,0.8,1.0,0.1041666666666666,0.3339682539682539,0.3166666666666666,0.2566666666666666,4.0,0.0,4.0,0.0,3.0,-1.0,-1.0,-2.0
2022-2023,28,2021-03-18,15:00,南安普敦,托特纳姆热刺,3,3,0,1,6,7,3,10,3,0,0,1,1,1428.7729759599051,1595.057261231023,-166.28428527111782,0.6,1.6,4.2,7.6,3.2,1.0,5.8,3.2,0.8,1.6,1.8,0.8,0.1185714285714285,0.3266666666666666,0.579047619047619,0.5666666666666667,3.0,2.0,1.0,0.5,4.666666666666667,-2.6,-0.6000000000000001,-3.2
2022-2023,28,2021-03-18,17:30,切尔西,埃弗顿,2,2,0,0,4,7,3,8,2,0,0,-1,1,1647.2222469210135,1454.1025452752233,193.1197016457902,1.8,0.4,6.6,6.4,0.6,1.0,3.2,5.0,0.8,0.2,0.6,2.6,0.2968253968253967,0.0952380952380952,0.15,0.1911111111111111,5.0,1.0,4.0,0.5,1.6666666666666667,1.2000000000000002,0.6,1.7999999999999998
2021-2022,30,2021-03-18,20:00,狼队,利兹联,2,3,2,0,5,8,6,2,5,1,0,-1,1,1510.0890316143036,1437.5527539816153,72.53627763268832,1.2,0.6,3.8,3.2,0.8,1.6,3.6,5.4,1.4,0.8,0.0,2.2,0.2766666666666666,0.125,0.1571428571428571,0.3966666666666666,3.0,5.0,-2.0,0.8333333333333334,1.3333333333333333,0.3999999999999999,1.0,1.4
2022-2023,28,2021-03-18,15:00,狼队,利兹联,2,4,0,1,6,8,4,5,4,1,0,-1,1,1525.3478541163236,1422.2939314795954,103.0539226367282,1.6,1.2,5.0,3.0,1.4,1.6,4.4,5.2,1.4,1.2,0.6,2.4,0.3266666666666666,0.25,0.2571428571428571,0.3666666666666666,0.0,0.0,0.0,0.5,2.6666666666666665,0.2000000000000001,0.4000000000000001,0.6000000000000003
2022-2023,28,2021-03-18,15:00,布伦特福德,莱斯特城,1,1,1,0,2,2,1,8,4,1,0,-1,-1,1497.2448562493082,1541.267395292247,-44.02253904293889,2.0,0.8,5.0,4.0,1.8,1.2,5.6,5.6,1.2,1.0,1.0,1.0,0.38,0.1419047619047619,0.2785714285714286,0.3125,3.0,4.0,-1.0,0.0,3.0,0.1999999999999999,0.3999999999999999,0.5999999999999999
2022-2023,28,2021-03-18,15:00,阿斯顿维拉,伯恩茅斯,3,0,1,0,3,9,3,9,6,0,0,1,1,1526.642129696222,1415.4306949793447,111.2114347168772,1.2,0.8,5.4,4.2,1.2,1.6,3.0,2.8,1.2,0.6,0.6,1.8,0.1785714285714285,0.2,0.44,0.2552380952380952,5.0,7.0,-2.0,0.0,3.0,0.0,0.8,0.8
2021-2022,30,2021-03-19,12:30,阿斯顿维拉,阿森纳,0,1,0,1,1,1,3,6,5,0,0,-1,-1,1531.215549552134,1649.4614246878866,-118.2458751357526,1.8,0.8,7.0,5.0,2.0,1.0,4.8,4.4,1.8,0.4,2.2,0.8,0.2452380952380952,0.2,0.419047619047619,0.2571428571428571,1.0,3.0,-2.0,0.6666666666666666,3.333333333333333,-0.1999999999999999,0.1999999999999999,0.0
2022-2023,28,2021-03-19,14:00,阿森纳,水晶宫,4,1,2,0,5,5,4,5,4,0,0,1,1,1658.9367484354414,1486.068559162985,172.86818927245668,1.6,0.6,4.6,4.4,0.4,1.2,1.8,3.2,2.2,1.0,1.8,1.4,0.3357142857142857,0.2,0.3125,0.25,0.0,4.0,-4.0,0.5,2.6666666666666665,1.2000000000000002,0.6,1.7999999999999998
2020-2021,29,2021-03-19,20:00,富勒姆,利兹联,1,2,1,1,3,6,4,13,7,0,0,-1,1,1458.8257085779942,1452.1471390393897,6.678569538604506,0.6,2.0,2.2,4.0,2.2,1.4,5.0,5.4,0.4,1.6,1.4,1.6,0.1833333333333333,0.3114285714285714,0.4571428571428571,0.35,6.0,1.0,5.0,0.5,6.0,-1.6,-0.6000000000000001,-2.2
2020-2021,29,2021-03-20,20:00,布莱顿,纽卡斯尔联,3,0,1,0,3,6,1,3,1,0,0,1,1,1469.4642137027977,1526.726053097917,-57.261839395119296,1.0,1.4,3.2,5.2,1.0,1.0,4.6,5.6,1.2,1.2,0.8,0.8,0.3833333333333333,0.2515873015873016,0.2166666666666666,0.2833333333333333,4.0,3.0,1.0,0.3333333333333333,1.6666666666666667,0.0,-0.3999999999999999,-0.3999999999999999
2021-2022,30,2021-03-20,14:00,莱斯特城,布伦特福德,2,1,2,0,3,4,6,2,5,0,0,1,1,1542.8647583328377,1495.6474932087178,47.21726512411965,1.8,1.4,5.0,5.4,1.6,0.8,4.2,4.6,1.6,1.4,1.4,1.0,0.4285714285714285,0.4375,0.38,0.3133333333333333,2.0,2.0,0.0,0.75,2.5,0.1999999999999999,-0.5999999999999999,-0.3999999999999999
2021-2022,30,2021-03-20,16:30,托特纳姆热刺,西汉姆联,3,1,2,1,4,4,1,5,3,0,0,1,1,1593.1722606616638,1543.0377193633196,50.134541298344175,2.8,1.6,5.0,2.8,1.0,0.8,4.0,6.6,3.6,0.4,0.2,2.0,0.6361904761904762,0.5321428571428571,0.2666666666666666,0.1685714285714285,2.0,6.0,-4.0,0.3333333333333333,2.0,1.7999999999999998,-0.8,0.9999999999999998
2020-2021,18,2021-03-21,19:30,阿斯顿维拉,托特纳姆热刺,0,2,0,1,2,1,3,5,8,0,0,-1,-1,1521.7402258045793,1599.1013294275592,-77.36110362297995,1.2,1.0,5.4,5.2,2.6,1.6,4.8,3.6,1.6,0.2,1.6,1.4,0.1785714285714285,0.2666666666666666,0.6261904761904762,0.5321428571428571,2.0,1.0,1.0,0.3333333333333333,3.333333333333333,-1.4,0.6000000000000001,-0.8
2020-2021,29,2021-03-21,15:00,西汉姆联,阿森纳,3,3,3,1,6,5,7,3,5,0,0,1,1,1537.1086505974242,1662.3789225756543,-125.27027197823033,1.2,1.2,3.2,6.0,1.8,0.8,4.2,3.8,2.0,0.4,2.2,0.8,0.5166666666666666,0.2785714285714286,0.41,0.25,1.0,2.0,-1.0,0.0,2.6666666666666665,-0.6000000000000001,-0.3999999999999999,-1.0
2022-2023,29,2021-04-01,14:00,阿森纳,利兹联,4,1,1,0,5,6,5,4,3,0,0,1,1,1661.652865556351,1465.124608970358,196.5282565859929,2.0,1.4,4.0,4.4,2.2,1.2,5.0,6.0,2.2,1.2,1.8,1.6,0.4457142857142857,0.37,0.4571428571428571,0.1833333333333333,11.0,13.0,-2.0,1.0,4.0,-0.2000000000000001,-0.1999999999999999,-0.4000000000000001
2022-2023,29,2021-04-01,14:00,布莱顿,布伦特福德,3,3,2,2,6,15,5,14,0,0,0,-1,1,1478.240277684956,1489.648135116583,-11.407857431627008,1.2,1.0,4.0,4.4,1.2,0.8,4.2,5.2,1.0,1.2,1.4,1.2,0.2583333333333333,0.1515873015873015,0.3133333333333333,0.3333333333333333,12.0,12.0,0.0,0.6666666666666666,1.6666666666666667,0.0,-0.1999999999999999,-0.1999999999999999
2022-2023,29,2021-04-01,14:00,伯恩茅斯,富勒姆,2,1,0,1,3,7,2,4,3,0,0,1,1,1410.8572751234326,1445.848238647026,-34.99096352359334,1.0,2.0,2.6,3.2,0.8,2.2,3.2,5.6,0.8,1.6,1.0,0.8,0.4,0.2933333333333333,0.225,0.3714285714285714,14.0,13.0,1.0,0.5,2.6666666666666665,0.1999999999999999,0.2000000000000001,0.4000000000000001
2022-2023,29,2021-04-01,14:00,水晶宫,莱斯特城,2,1,0,0,3,9,2,10,1,0,0,1,1,1482.6263850227715,1548.8641164249725,-66.23773140220078,0.4,1.2,2.4,3.0,1.8,1.4,5.0,4.6,0.2,0.2,0.8,1.2,0.125,0.25,0.4285714285714285,0.3541666666666667,13.0,12.0,1.0,0.5,2.0,-1.4,0.1999999999999999,-1.2000000000000002
2022-2023,29,2021-04-01,14:00,诺丁汉森林,狼队,1,1,1,0,2,7,1,4,3,0,0,1,0,1472.6274135095482,1495.4946465565292,-22.867233046981028,1.0,2.4,3.2,3.8,1.2,2.0,5.6,3.0,1.4,1.0,0.6,1.6,0.4066666666666666,0.5123809523809524,0.2166666666666666,0.4,15.0,14.0,1.0,0.0,1.0,-0.1999999999999999,-0.3999999999999999,-0.5999999999999999
2022-2023,29,2021-04-01,16:30,切尔西,阿斯顿维拉,0,2,0,1,2,8,2,13,2,0,0,-1,-1,1640.3447858460463,1511.0895466171262,129.25523922892012,1.8,0.8,6.2,6.6,1.0,1.2,4.8,5.8,1.2,0.4,1.2,1.0,0.3095238095238095,0.2285714285714285,0.1285714285714285,0.3666666666666666,14.0,11.0,3.0,0.8333333333333334,2.6666666666666665,0.8,0.3999999999999999,1.2
2022-2023,29,2021-04-01,11:30,曼彻斯特城,利物浦,4,1,1,1,5,8,1,7,1,0,0,1,1,1793.6526719467015,1664.514511538884,129.13816040781785,1.8,0.8,6.2,5.0,1.0,0.4,5.0,6.2,3.0,1.2,1.4,0.2,0.2357142857142857,0.2222222222222222,0.2277777777777777,0.1666666666666666,18.0,16.0,2.0,0.5,2.6666666666666665,0.8,-0.4,0.4
2021-2022,31,2021-04-02,14:00,狼队,阿斯顿维拉,2,1,2,0,3,5,5,4,9,0,0,1,1,1497.6789379472336,1526.8721798908252,-29.1932419435916,1.2,1.8,5.0,3.0,1.2,1.0,4.0,5.8,1.6,2.0,1.6,0.8,0.3666666666666666,0.3785714285714285,0.2952380952380952,0.3,1.0,1.0,0.0,0.6666666666666666,2.333333333333333,0.0,-0.8,-0.8
2022-2023,29,2021-04-02,15:30,纽卡斯尔联,曼彻斯特联,2,0,0,0,2,6,1,7,4,0,0,1,-1,1517.9499891157586,1666.0182836929555,-148.0682945771971,0.6,1.4,3.2,3.8,1.4,1.2,4.4,4.4,1.2,1.2,0.6,2.2,0.1666666666666666,0.3333333333333333,0.3166666666666666,0.2666666666666666,13.0,19.0,-6.0,0.1666666666666666,3.6666666666666665,-0.7999999999999999,-0.1999999999999999,-1.0
2021-2022,31,2021-04-02,16:30,曼彻斯特联,莱斯特城,1,1,0,0,2,5,3,6,5,0,0,-1,-1,1671.8536558509325,1539.8328253421307,132.02083050880174,1.2,0.8,4.2,4.6,1.8,1.2,4.0,4.4,1.4,0.6,0.8,1.4,0.2166666666666666,0.25,0.5,0.2847222222222222,0.0,1.0,-1.0,0.5,4.333333333333333,-0.6000000000000001,0.3999999999999999,-0.2000000000000001
2021-2022,31,2021-04-02,14:00,利兹联,南安普敦,1,1,1,0,2,3,6,4,7,0,0,0,-1,1462.0534243321465,1426.0021098517648,36.05131448038173,2.4,2.0,5.2,5.0,1.0,1.8,4.6,7.2,0.8,1.4,0.8,2.0,0.4971428571428571,0.3166666666666666,0.1642857142857142,0.4266666666666666,1.0,15.0,-14.0,0.6666666666666666,1.6666666666666667,1.4,-0.1999999999999999,1.2
2021-2022,31,2021-04-02,14:00,伯恩利,曼彻斯特城,0,2,0,2,2,1,6,1,8,0,0,0,-1,1491.5907698271158,1797.8722820873595,-306.281512260244,0.8,1.8,4.0,4.4,2.6,0.6,6.6,5.2,0.6,1.6,1.8,0.2,0.1485714285714285,0.3933333333333333,0.3357142857142857,0.4444444444444444,20.0,1.0,19.0,0.0,3.0,-1.8,-1.2000000000000002,-3.0
2021-2022,31,2021-04-02,14:00,切尔西,布伦特福德,1,4,0,0,5,8,6,12,7,0,0,-1,1,1624.5621525723473,1492.1441584919835,132.41799408036377,1.2,1.0,6.4,7.6,1.8,1.2,4.4,3.6,1.2,0.8,1.8,1.4,0.2238095238095238,0.3619047619047619,0.4333333333333333,0.3399999999999999,1.0,1.0,0.0,0.75,0.5,-0.6000000000000001,0.1999999999999999,-0.4000000000000001
2021-2022,31,2021-04-02,11:30,利物浦,沃特福德,2,0,1,0,2,3,2,9,3,0,0,-1,-1,1660.294901398226,1392.0821584111354,268.21274298709045,1.2,1.0,4.6,4.6,1.0,2.4,3.0,3.0,2.0,0.4,0.6,1.2,0.4277777777777777,0.2,0.4214285714285714,0.4985714285714285,1.0,20.0,-19.0,0.6666666666666666,3.333333333333333,0.1999999999999999,1.4,1.6
2022-2023,29,2021-04-02,13:00,西汉姆联,南安普敦,1,0,1,0,1,2,3,5,3,0,0,1,-1,1537.834707616728,1430.6579765292645,107.17673108746362,1.4,1.8,3.2,5.4,1.2,2.0,5.0,7.0,1.8,1.0,1.0,2.0,0.5666666666666667,0.3642857142857142,0.1976190476190476,0.4933333333333333,12.0,0.0,12.0,0.3333333333333333,2.333333333333333,0.1999999999999999,0.1999999999999999,0.3999999999999999
2021-2022,31,2021-04-02,14:00,布莱顿,诺维奇,0,0,0,0,0,4,0,11,2,0,0,-1,-1,1475.7442543095556,1337.8305205901506,137.91373371940497,1.8,1.2,6.4,5.8,0.8,2.6,3.2,4.0,1.4,1.4,1.0,1.8,0.3083333333333333,0.2271428571428571,0.3452380952380952,0.3623015873015873,1.0,20.0,-19.0,0.8333333333333334,1.0,1.0,1.4,2.4000000000000004
2021-2022,31,2021-04-03,15:30,托特纳姆热刺,纽卡斯尔联,5,1,1,1,6,6,1,2,3,0,0,1,1,1609.7520086150123,1529.3247455310711,80.42726308394117,2.4,1.4,4.0,4.8,0.8,1.2,3.8,4.8,3.8,0.6,0.8,1.4,0.6738095238095239,0.4821428571428571,0.1666666666666666,0.3,13.0,1.0,12.0,0.5,3.333333333333333,1.6,-0.1999999999999999,1.4
2020-2021,30,2021-04-03,11:30,切尔西,西布罗姆维奇,2,5,1,2,7,8,7,10,3,1,0,-1,1,1608.7192466889112,1414.4659398557349,194.2533068331764,0.8,1.6,6.8,9.0,0.4,0.6,2.4,5.2,1.2,1.6,1.0,1.8,0.1488095238095238,0.4666666666666666,0.1666666666666666,0.1785714285714285,1.0,21.0,-20.0,0.5,6.0,0.4,-1.0,-0.6000000000000001
2020-2021,30,2021-04-03,14:00,利兹联,谢菲尔德联队,2,1,1,1,3,8,1,5,7,0,0,0,1,1458.3261473455948,1405.199859699438,53.126287646156925,2.2,2.0,4.4,4.6,0.2,2.0,1.6,3.6,1.0,1.4,0.4,2.2,0.5066666666666667,0.3,0.125,0.2585714285714285,1.0,20.0,-19.0,1.0,1.0,2.0,0.0,2.0
2020-2021,30,2021-04-03,19:00,阿森纳,利物浦,0,3,0,0,3,2,7,1,2,0,0,-1,1,1664.7240501945623,1662.439022779025,2.2850274155373427,2.4,1.4,4.6,4.0,1.6,0.8,4.0,4.8,2.4,1.0,1.2,1.0,0.4457142857142857,0.3433333333333333,0.5611111111111111,0.1,2.0,1.0,1.0,0.3333333333333333,3.6666666666666665,0.7999999999999998,-0.5999999999999999,0.1999999999999999
2020-2021,30,2021-04-03,16:30,莱斯特城,曼彻斯特城,0,2,0,0,2,2,4,1,1,0,0,-1,-1,1545.6681975001077,1802.546581733264,-256.8783842331561,2.0,1.0,4.0,4.2,2.0,0.2,5.8,5.8,2.0,1.4,1.4,0.0,0.5666666666666667,0.2722222222222222,0.3023809523809523,0.3333333333333333,1.0,1.0,0.0,0.3333333333333333,5.666666666666667,0.0,-0.8,-0.8
2022-2023,29,2021-04-03,19:00,埃弗顿,托特纳姆热刺1,1,1,0,0,2,6,2,3,3,1,1,1,-1,1460.9800063501905,1480.6419304977371,-19.66192414754687,1.0,1.0,3.6,4.8,1.0,2.6,3.0,2.8,0.8,0.6,1.0,2.6,0.2833333333333333,0.2038095238095238,0.2999999999999999,0.530952380952381,16.0,20.0,-4.0,0.5,2.0,0.0,1.6,1.6
2020-2021,30,2021-04-04,13:05,纽卡斯尔联,托特纳姆热刺,2,2,1,2,4,6,5,7,3,0,0,1,1,1524.0964293326936,1614.98032481339,-90.88389548069632,1.0,2.0,3.6,5.0,3.0,1.0,4.6,4.2,1.6,0.8,1.8,1.4,0.3666666666666666,0.4,0.7071428571428571,0.6071428571428572,1.0,1.0,0.0,0.3333333333333333,4.666666666666667,-2.0,-1.0,-3.0
2022-2023,7,2021-04-04,18:45,莱斯特城,阿斯顿维拉,1,2,1,1,3,4,5,4,8,1,0,-1,1,1539.8997748167485,1524.093907320285,15.80586749646318,1.0,1.4,2.4,2.6,1.2,1.0,3.6,6.2,1.8,1.2,1.2,1.2,0.4666666666666667,0.3177777777777777,0.3066666666666666,0.2799999999999999,1.0,2.0,-1.0,0.6666666666666666,4.0,-0.1999999999999999,-0.3999999999999999,-0.5999999999999999
